Team,Tweet,polarity,sentiment
atlanta_hawks,pictwittercomgi9nwxsblx,0.0,Neutral
atlanta_hawks,ep 284atl 29 hawwwks,0.0,Neutral
atlanta_hawks,,0.0,Neutral
atlanta_hawks,podcastersspotifycompodshowatlan,0.0,Neutral
atlanta_hawks,hawks coming trip provides good barometer ajccomsportsatlanta,0.7,Positive
atlanta_hawks,hawks say rookie kobe bufkin miss next two weeks thumb injury ajccomsportsatlanta,0.0,Neutral
atlanta_hawks,hawks injury report saturday pelicans pictwittercome01kbnyzrz,0.0,Neutral
atlanta_hawks,hawks say rookie kobe bufkin left thumb injury pictwittercom48jzgass3z,0.0,Neutral
atlanta_hawks,weeks hawks report dsallerson chat hawks 3game winning streak 3 wins looked pretty different,0.2625,Positive
atlanta_hawks,,0.0,Neutral
atlanta_hawks,check latest episode,0.5,Positive
atlanta_hawks,spotify spotifi3keokvh,0.0,Neutral
atlanta_hawks,apple appleco33qz9rq,0.0,Neutral
atlanta_hawks,pictwittercom6idrrmlr0y,0.0,Neutral
atlanta_hawks,wemby special man,0.35714285714285715,Positive
atlanta_hawks,atlanta hawks average ts efg last season season started top ten categories 6th 8th also seventh net rating boom nbacomstatsteamsad pictwittercomdjventbfbn,0.06999999999999999,Positive
atlanta_hawks,hawks hang wizards heading road ajccomsportsatlanta,0.0,Neutral
atlanta_hawks,hometown hawks guard trae young pay tribute ajccomsportsatlanta,0.1,Positive
atlanta_hawks,hawks center clint capelas impact goes beyond box score ajccomsportsatlanta,-0.1,Negative
atlanta_hawks,pictwittercom56hmwwdi4h,0.0,Neutral
atlanta_hawks,hawks pay homage first uniform latest city edition jerseys ajccomsportsatlanta,0.375,Positive
atlanta_hawks,hawks pointsgame season,0.0,Neutral
atlanta_hawks,,0.0,Neutral
atlanta_hawks,dejounte murray 218,0.0,Neutral
atlanta_hawks,trae young 216,0.1,Positive
atlanta_hawks,deandre hunter 180,0.0,Neutral
atlanta_hawks,jalen johnson 132,0.0,Neutral
atlanta_hawks,bogdan bogdanovic 120,0.0,Neutral
atlanta_hawks,saddiq bey 116,0.0,Neutral
atlanta_hawks,onyeka okongwu 106,0.0,Neutral
atlanta_hawks,clint capela 104,0.0,Neutral
atlanta_hawks,trae wraparound pass,0.0,Neutral
atlanta_hawks,,0.0,Neutral
atlanta_hawks,im never looking guy thats guarding,0.0,Neutral
atlanta_hawks,,0.0,Neutral
atlanta_hawks,said looking defender helping helper pictwittercomye7qvfd1em,0.0,Neutral
atlanta_hawks,special guest tonights media availability pictwittercomj0yrqbtlqr,0.35714285714285715,Positive
atlanta_hawks,tydus trae pictwittercomp26fmuimkw,0.0,Neutral
atlanta_hawks,asked hawks able play well glass quin snyder replied,0.5,Positive
atlanta_hawks,,0.0,Neutral
atlanta_hawks,smirking took copy stat sheet nudged table floor,0.0,Neutral
atlanta_hawks,quin snyder evasive generic times responding specific questions topic startersrotations comes makes point clarify things flux time,0.0,Neutral
atlanta_hawks,snyder pointed min game proof handle pressure play cleanly 8 tos said precise tonight vs,0.12222222222222223,Positive
atlanta_hawks,snyder fourth quarter didnt execute way wanted,0.0,Neutral
atlanta_hawks,final hawks 130 wizards 121,0.0,Neutral
atlanta_hawks,free chickn,0.4,Positive
atlanta_hawks,dejounte murray steal windmill dunk,0.0,Neutral
atlanta_hawks,good night hawks backcourt far pictwittercomlpderdzeiu,0.39999999999999997,Positive
atlanta_hawks,wizards jordan poole went locker room,0.0,Neutral
atlanta_hawks,five hawks starters double figures 714 left 3q,0.0,Neutral
atlanta_hawks,half hawks 59 wizards 51,-0.16666666666666666,Negative
atlanta_hawks,trae young gets td,0.1,Positive
atlanta_hawks,young finds dejounte murray wing wrapping pass around couple wizards defenders murray hits 3,0.1,Positive
atlanta_hawks,trae throws insideout pass dejounte opposite 3point elbow immediately gets googles gesture murray hit shot,0.0,Neutral
atlanta_hawks,deandre hunter sees mismatch w johnny davis posts bit making jumper gets 3pt play,0.0,Neutral
atlanta_hawks,,0.0,Neutral
atlanta_hawks,young finds capela lob finishes,0.1,Positive
atlanta_hawks,think game drunk,-0.45,Negative
atlanta_hawks,hunter steal leads 1handed djm transition dunk time,0.0,Neutral
atlanta_hawks,7 turnovers hawks,0.0,Neutral
atlanta_hawks,1q wizards 30 hawks 25,0.0,Neutral
atlanta_hawks,bogi gets passing lane picks pass hits transition bucket picks and1,0.0,Neutral
atlanta_hawks,rough one hunter point got 2nd foul early aj griffin subs,0.0,Neutral
atlanta_hawks,poole made corner 3 said things hawks bench dejounte seemed none pleased fact ensuing trip floor,0.5,Positive
atlanta_hawks,wizards gotten good looks 1st four possessions,0.7,Positive
atlanta_hawks,dejounte murray still hot monday night hits 3 hawks opening possession,0.25,Positive
atlanta_hawks,pictwittercomg0lljy5k9s,0.0,Neutral
atlanta_hawks,add one bogdan bogdanovic mix pictwittercomqnhpbrnuzx,0.0,Neutral
atlanta_hawks,danilo gallinari clint capela delon wright onyeka okongwu bruno fernando catching old times pictwittercomvra7dwwzdl,0.35,Positive
atlanta_hawks,hawks guard trae young available wednesday matchup vs wizards ajccomsportsatlanta,0.25,Positive
atlanta_hawks,way back mike muscala said danny ferry took pic hallway players posters shooting form bad,-0.3499999999999999,Negative
atlanta_hawks,,0.0,Neutral
atlanta_hawks,muscalas poster went back developmental work change shooting form immaculate ever since,0.0,Neutral
atlanta_hawks,game 5 saddiq bey returns starting lineup wizards pictwittercomn7bcfapgod,-0.2,Negative
boston_celtics,new marcus smart posting careerbest numbers memphis hasnt able help grizz overcome bunch injuries amid ugly start year masslivecomceltics20231,0.037662337662337675,Positive
boston_celtics,claxton cam johnson ben simmons brooklyn tonight vs boston,0.0,Neutral
boston_celtics,al horford would easy answer wouldnt stunned oshae brissett gets spot start tonight keep horford role stagger lineups looked like oshae got work starters shootaround nets also smaller without claxton well see,0.21666666666666667,Positive
boston_celtics,tonight celtics brooklynnets,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,800 pm,0.0,Neutral
boston_celtics,nbcsboston,0.0,Neutral
boston_celtics,rock929rocks,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,differenthere pictwittercomqqnhix6hen,0.0,Neutral
boston_celtics,new incredibly tonight first game derrick white miss celtics since may 2022 masslivecomceltics20231,0.17727272727272728,Positive
boston_celtics,derrick white tonight due personal reasons,-0.041666666666666664,Negative
boston_celtics,missing saturdays game end streak 118 straight games playoffs included iron man derrick white,-0.10000000000000002,Negative
boston_celtics,,0.0,Neutral
boston_celtics,hasnt missed game since game 2 2022 ecf birth first child,-0.18333333333333335,Negative
boston_celtics,derrick white tonight personal reasons likely birth second child celtics nets,0.0,Neutral
boston_celtics,celtics announce derrick white tonights game brooklyn personal reasons,-0.13333333333333333,Negative
boston_celtics,new celtics mailbag features questions potential 76ers add bench rotation talk eventual trade needs final roster spot masslivecomceltics20231,0.04545454545454545,Positive
boston_celtics,bos nyc,0.0,Neutral
boston_celtics,nightmare start continues marcus smart grizzlies,0.21428571428571427,Positive
boston_celtics,,0.0,Neutral
boston_celtics,10 300 left 7 132 left memphis loses overtime portland 24710 malcolm brogdon,-0.09999999999999999,Negative
boston_celtics,,0.0,Neutral
boston_celtics,grizzlies 5th best record nba last year 06,0.5,Positive
boston_celtics,mavericks loss friday night denver celtics last unbeaten team nba,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,1 boston 40,0.0,Neutral
boston_celtics,2 denver 51,0.0,Neutral
boston_celtics,golden state 51,0.3,Positive
boston_celtics,4 dallas 41,0.0,Neutral
boston_celtics,new orleans 41,0.13636363636363635,Positive
boston_celtics,6 philadelphia 31,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,celtics open 3game trip brooklyn tonight,0.0,Neutral
boston_celtics,trying enjoy friday night,0.4,Positive
boston_celtics,,0.0,Neutral
boston_celtics,page heres rob smart hugging 57 times row pictwittercomosxjofidf0,0.21428571428571427,Positive
boston_celtics,marcus rob pictwittercomrpyikrjbqd,0.0,Neutral
boston_celtics,dude sit f mike breen see,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,dont need stand see youre jumbotron pictwittercomaorrcafclr,0.0,Neutral
boston_celtics,watching bullsnets game long pictwittercomjvlullpdi8,-0.225,Negative
boston_celtics,love watching basketball almost anything earth wan na cry one minute viewing game bulls court idea better nba,0.09999999999999999,Positive
boston_celtics,syracuse 0 receptions first half unreal,0.04166666666666667,Positive
boston_celtics,new courts look crazy action lol pictwittercom1ojjyqmldf,0.1090909090909091,Positive
boston_celtics,nebhinjuryreport tomorrow brooklyn,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,neemias queta right foot injury management,0.2857142857142857,Positive
boston_celtics,neemias queta celtics nets traveled team perhaps hope could least get floor progress toward return sometime road trip sounds like tweaked foot early schedule theyre cautious pain lingered,-0.09999999999999999,Negative
boston_celtics,got groove earlier week sr celtics halloween dance clinic presented nebhortho,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,lamar dalano leon powe led stretching dancing session complete halloween treats everyone finish pictwittercomcd9vjmx8jl,0.1,Positive
boston_celtics,time another mailbag undefeated celtics send along player roster lineup team trade theis questions brobbmasslivecom,0.0,Neutral
boston_celtics,bos bkn pictwittercomm1u3wdr5w4,0.0,Neutral
boston_celtics,headed back big apple pictwittercomkkra244nyq,0.0,Neutral
boston_celtics,new,0.13636363636363635,Positive
boston_celtics,,0.0,Neutral
boston_celtics,league break many changes go dont get pick situation go,0.5,Positive
boston_celtics,,0.0,Neutral
boston_celtics,aaron nesmith shoutout haters got bag oshae brissett reminders nba circle life,0.0,Neutral
boston_celtics,theathleticcom502575320231,0.0,Neutral
boston_celtics,picks n pops absurdly early stats victor wembanyama signature shoes bostonsportsjournalcom20231103pic,0.1,Positive
boston_celtics,whatever happened making daylight saving time permanent patchcommassachusetts,0.0,Neutral
boston_celtics,weeks fact fiction yahoosports lebron james assuming incredible onus 21st season,0.45,Positive
boston_celtics,,0.0,Neutral
boston_celtics,sportsyahoocomfactorfictio,0.0,Neutral
boston_celtics,new podcast extremely small sample size celtics fun briantrobb play game real fake 10 earlyseason boston trends,-0.19272727272727272,Negative
boston_celtics,,0.0,Neutral
boston_celtics,full episode patreoncompostssmallsa,0.35,Positive
boston_celtics,seeing victor wembanyama games summer league vegas impressed maturity game 38 10 v phx whoa,0.3,Positive
boston_celtics,,0.0,Neutral
boston_celtics,overall spurs proving old nba adage wtheir early success play hard unselfishly good shit happens,0.10119047619047618,Positive
boston_celtics,dad works evenings need late night snack pictwittercomjlzhw4ssph,-0.3,Negative
boston_celtics,mail call,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,need celtics questions next celtics talk podcast even team 40 whats mind team,0.0,Neutral
boston_celtics,wembanyama made start year fun,0.3,Positive
boston_celtics,possible talking wembanyama enough,0.0,Neutral
boston_celtics,slenderman pictwittercompiwzxghkws,0.0,Neutral
boston_celtics,celtics bruins 1301,0.0,Neutral
boston_celtics,twittercomispaces1dxxy,0.0,Neutral
boston_celtics,new cool get opportunity head coach take time want work us want us attentive details,0.29545454545454547,Positive
boston_celtics,,0.0,Neutral
boston_celtics,grisly 4th vs wiz joe mazzulla got back roots held backupsonly film sesh,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,bostonglobecom20231102spo,0.0,Neutral
boston_celtics,joe mazzullas reservesonly meeting sparked historic bounceback effort bench wednesday night,0.0,Neutral
boston_celtics,,0.0,Neutral
boston_celtics,brought lot clarity us,0.0,Neutral
boston_celtics,nbacomcelticsnewss,0.0,Neutral
boston_celtics,russ best pictwittercom4cc6dazwtb,1.0,Positive
brooklyn_nets,nets ben simmons vs celtics hot start clutchpointscomnetsnewsbroo,0.25,Positive
brooklyn_nets,final sixers 112 suns 100,0.0,Neutral
brooklyn_nets,,0.0,Neutral
brooklyn_nets,joel embiid finishes 26 11 3 quarters philly opens game fourth pulls away fourth straight win 41 year,0.12000000000000002,Positive
brooklyn_nets,,0.0,Neutral
brooklyn_nets,kevin durant 31 phoenix rest suns shot combined 33 percent,0.0,Neutral
brooklyn_nets,sixers dont realllly bench clear even theres 3 rotation guys deep team,0.05000000000000001,Positive
brooklyn_nets,covington still diving cause turnovers deep trash time,0.0,Neutral
brooklyn_nets,maxey double double 22 points 10 dimes hanlen said really pushing play making offseason,0.06666666666666667,Positive
brooklyn_nets,maxey double double hanlen said really pushing play making offseason,0.06666666666666667,Positive
brooklyn_nets,maxey double double,0.0,Neutral
brooklyn_nets,bball paul chants center,-0.1,Negative
brooklyn_nets,sixers stretch lead kevin durant court joel embiid bench nick nurse never come back embiid impressive fourth quarter philly going win going away,0.45,Positive
brooklyn_nets,67 sure maxey walks little swagger year,0.15625,Positive
brooklyn_nets,covington took horford okc rest year hes back,0.0,Neutral
brooklyn_nets,harris saw kd mouse house bullied pull,0.0,Neutral
brooklyn_nets,pop mutha fucking kork,-0.6,Negative
brooklyn_nets,3 sixers 80 suns 75,0.0,Neutral
brooklyn_nets,,0.0,Neutral
brooklyn_nets,phoenix gone 123 run cut 11point deficit 2 late third joel embiid throws shotclockbeating heave give philly bit breathing room,-0.15,Negative
brooklyn_nets,,0.0,Neutral
brooklyn_nets,kevin durant embiid start fourth,0.0,Neutral
brooklyn_nets,joels bail fadeaway 3 leaves sixers 5 12 go big opportunity string together another good defensive quarter game,0.09999999999999998,Positive
brooklyn_nets,super slow annoying painful extended suns run lol,-0.13333333333333336,Negative
brooklyn_nets,dame supermax oubre min,0.0,Neutral
brooklyn_nets,tried tell oubre beal wan na listen noooooo well well well come crawling back,-0.1,Negative
brooklyn_nets,sixers great chance put lead 1215 brick city let suns back,0.4,Positive
brooklyn_nets,kork coming meltons role,0.0,Neutral
brooklyn_nets,hopefully someone texts og badly sixers could use guys like kd jimmy tatum,-0.6999999999999998,Negative
brooklyn_nets,nurse seems like crashing oboards doc,0.0,Neutral
brooklyn_nets,jusuf nurkic getting evaluated concussion taking accidental shot head joel embiid first half back game phoenix,-0.07916666666666666,Negative
brooklyn_nets,sixers make ugly possession crisper one joel draws double kicks maxey find melton open good long offensive board joel pull,-0.01,Negative
brooklyn_nets,embiid stranded maxey open wing kelly stranded tobias corner harris clearly wanted swing swing let oubre know,0.05000000000000001,Positive
brooklyn_nets,embiid faked sk cellie crowd got,0.0,Neutral
brooklyn_nets,nice look joel cut offense back door cuts good knew,0.4333333333333333,Positive
brooklyn_nets,drew eubanks game start second half jusuf nurkic isnt phoenixs bench,-0.18888888888888888,Negative
brooklyn_nets,expect see plenty trendon watford tonight simmons logged dnpcd chicago,0.0,Neutral
brooklyn_nets,,0.0,Neutral
brooklyn_nets,watford fill similar role simmons transition ballhandler halfcourt screenershortroll playmaker,0.0,Neutral
brooklyn_nets,,0.0,Neutral
brooklyn_nets,impressive miami 22yearsold,1.0,Positive
brooklyn_nets,halftime 76ers 52 suns 45,0.0,Neutral
brooklyn_nets,,0.0,Neutral
brooklyn_nets,kelly oubres sensational start season continues b2b 3s end half giving 17 7for10 shooting first half,0.14583333333333334,Positive
brooklyn_nets,,0.0,Neutral
brooklyn_nets,kevin durant 14 shorthanded suns 520 3 12 points 13 philly tos,0.0,Neutral
brooklyn_nets,love embiid blocks much ptsd times goes flying struggles stick landing amid tangle legs,0.35,Positive
brooklyn_nets,kd nice dime shooo,0.6,Positive
brooklyn_nets,loving tobias year 13 leap,0.6,Positive
brooklyn_nets,joel given guard cmon,0.0,Neutral
brooklyn_nets,ref trifecta misses easy call ts angry player got fouled,-0.033333333333333326,Negative
brooklyn_nets,sixers make every team miss 3s joever,0.0,Neutral
brooklyn_nets,game played like one youd expect started 1pm teams struggling score philly particular throwing around already 9 turnovers 18 minutes,-0.11666666666666668,Negative
brooklyn_nets,barely playing thursdays win toronto immediately trade first quarter minutes robert covington repeat early minutes furkan korkmaz afternoon phoenix,0.30000000000000004,Positive
brooklyn_nets,expected nic claxton tonight left ankle sprain nets,-0.05,Negative
brooklyn_nets,nets say ben simmons back injury maintenance tonight vs boston,0.0,Neutral
brooklyn_nets,,0.0,Neutral
brooklyn_nets,nic claxton cam johnson also remain,0.0,Neutral
brooklyn_nets,sports dorian finneysmith moonlighting center saving nets nypostcom20231104spo via nypost,-0.1,Negative
brooklyn_nets,frank vogel says devin booker isnt playing today ankle issue said booker soreness thursdays game quick turnaround 36 hours since thursdays loss ended theyre cautious could play tomorrow detroit,-0.033333333333333354,Negative
brooklyn_nets,nick nurse suns think narrative theyre deep dont players outside stars completely false said despite slow start hes impressed hes seen film phoenix,0.05999999999999996,Positive
brooklyn_nets,new espn story myles turner put history books last night nbas inaugural inseason tournament kicked entertaining slate seven games featuring several dramatic finishes impressive performances,0.20050505050505052,Positive
brooklyn_nets,,0.0,Neutral
brooklyn_nets,espncomnbastory_id,0.0,Neutral
brooklyn_nets,good morning,0.7,Positive
brooklyn_nets,,0.0,Neutral
brooklyn_nets,brooklyn nets 32 three straight wins charlotte miami chicago,0.25,Positive
brooklyn_nets,,0.0,Neutral
brooklyn_nets,theyre playing fast executing deep averaging 234 fastbreak points 1st shooting 413 3pt 2nd,0.06666666666666667,Positive
brooklyn_nets,,0.0,Neutral
brooklyn_nets,boston tonight 2nd night backtoback pictwittercom1goazeavbs,0.0,Neutral
brooklyn_nets,nets spencer dinwiddie dennis smith jr return injury flourish nypostcom20231104spo via nypostsports,0.0,Neutral
